国家电网公司,829
上海交通大学,518
浙江大学,518
北京航空航天大学,498
哈尔滨工业大学,472
东南大学,452
清华大学,395
天津大学,380
李宗诚,361
华南理工大学,344
哈尔滨工程大学,338
北京理工大学,332
中国科学院自动化研究所,311
北京工业大学,301
上海大学,281
电子科技大学,278
百度在线网络技术（北京）有限公司,257
西安电子科技大学,252
江苏大学,252
江南大学,237
联想（北京）有限公司,234
广西大学,232
浙江工业大学,230
中国科学院沈阳自动化研究所,228
南京航空航天大学,212
华中科技大学,211
小米科技有限责任公司,194
西北工业大学,192
大连理工大学,186
武汉大学,184
鸿海精密工业股份有限公司,182
燕山大学,182
广东欧珀移动通信有限公司,175
山东鲁能智能技术有限公司,162
鸿富锦精密工业（深圳）有限公司,161
重庆大学,160
沈阳新松机器人自动化股份有限公司,159
山东大学,155
南京邮电大学,153
苏州大学,152
腾讯科技（深圳）有限公司,151
东北大学,151
中国科学院深圳先进技术研究院,147
北京交通大学,145
北京邮电大学,138
华北电力大学,136
河海大学常州校区,134
杭州电子科技大学,132
同济大学,131
吉林大学,130
西安交通大学,129
中国科学院合肥物质科学研究院,127
华为技术有限公司,127
南京理工大学,121
河海大学,120
常州大学,116
苏州福丰科技有限公司,111
中国矿业大学,103
南京信息工程大学,103
重庆邮电大学,103
广东工业大学,98
浙江理工大学,97
苏州工业园区职业技术学院,96
合肥工业大学,93
中国人民解放军国防科学技术大学,93
深圳先进技术研究院,91
成都万先自动化科技有限责任公司,89
天津工业大学,87
北京大学,86
中山大学,84
桂林电子科技大学,83
江苏省电力公司,83
江苏科技大学,82
河北工业大学,82
国网山东省电力公司电力科学研究院,80
上海电机学院,80
三星电子株式会社,79
四川大学,78
上海能感物联网有限公司,78
中国电力科学研究院,76
南京大学,75
山东科技大学,75
四川长虹电器股份有限公司,75
北京奇虎科技有限公司,74
中国农业大学,74
中兴通讯股份有限公司,70
厦门大学,70
河南科技大学,70
哈尔滨工业大学深圳研究生院,70
北京百度网讯科技有限公司,69
中南大学,67
奇智软件（北京）有限公司,67
奇瑞汽车股份有限公司,66
东华大学,66
福州大学,65
中国计量学院,64
湖南大学,63
西南交通大学,62
中国科学技术大学,62
沈阳工业大学,61
天津理工大学,61
重庆科技学院,59
安徽科大讯飞信息科技股份有限公司,59
安徽工业大学,59
复旦大学,59
TCL集团股份有限公司,58
山东电力集团公司电力科学研究院,56
北京信息科技大学,55
中国海洋石油总公司,55
珠海格力电器股份有限公司,55
科沃斯机器人科技（苏州）有限公司,53
上海理工大学,52
百度在线网络技术(北京)有限公司,52
宁波大学,49
汉王科技股份有限公司,48
南通大学,48
华北电力大学（保定）,47
青岛文创科技有限公司,47
常州先进制造技术研究所,46
西北农林科技大学,46
哈尔滨理工大学,46
西安理工大学,46
上海电力学院,45
上海斐讯数据通信技术有限公司,45
长春工业大学,45
京东方科技集团股份有限公司,45
南京工程学院,45
武汉科技大学,44
济南大学,44
上海海事大学,44
中国科学院计算技术研究所,43
长沙长泰机器人有限公司,43
中国科学院声学研究所,42
中国石油化工股份有限公司,42
联想(北京)有限公司,41
科大讯飞股份有限公司,41
无锡普智联科高新技术有限公司,41
贵州永兴科技有限公司,41
惠州TCL移动通信有限公司,41
北京化工大学,41
美的集团股份有限公司,40
浙江吉利控股集团有限公司,40
山东理工大学,40
中国石油大学（华东）,39
武汉理工大学,39
中国东方电气集团有限公司,39
昆明理工大学,38
无锡北斗星通信息科技有限公司,38
上海工程技术大学,38
华东师范大学,38
北京科技大学,38
刘扬,37
北京旷视科技有限公司,36
西南大学,36
华南农业大学,36
海洋石油工程股份有限公司,35
深圳雷柏科技股份有限公司,34
金陵科技学院,34
浙江工商大学,34
山东电力研究院,34
上海发那科机器人有限公司,34
江苏省电力公司电力科学研究院,32
天津职业技术师范大学,32
上海未来伙伴机器人有限公司,32
浪潮电子信息产业股份有限公司,32
西华大学,32
清华大学深圳研究生院,31
重庆交通大学,31
财团法人工业技术研究院,31
北京小孔科技有限公司,30
华为终端有限公司,30
国网天津市电力公司,30
长安大学,30
苏州宝时得电动工具有限公司,29
宇龙计算机通信科技（深圳）有限公司,29
云南大学,29
安科智慧城市技术（中国）有限公司,29
宝山钢铁股份有限公司,29
安徽工程大学,29
中国民航大学,29
北京联合大学,29
南京大五教育科技有限公司,28
南昌大学,28
广东美的制冷设备有限公司,28
南京师范大学,28
湘潭大学,28
无锡桑尼安科技有限公司,28
北京林业大学,28
安徽埃夫特智能装备有限公司,27
富泰华工业（深圳）有限公司,27
浙江海洋学院,27
北京三星通信技术研究有限公司,27
华东理工大学,27
沈阳理工大学,27
蒋瑛倩,27
广东小天才科技有限公司,27
青岛大学,26
盛乐信息技术（上海）有限公司,26
康佳集团股份有限公司,26
苏州科技学院,26
太原理工大学,26
北京京东世纪贸易有限公司,26
中北大学,26
哈尔滨科能熔敷科技有限公司,26
江西省机械科学研究所,26
中国矿业大学(北京),26
三星电子（中国）研发中心,25
安徽理工大学,25
辽宁工程技术大学,25
国网重庆市电力公司电力科学研究院,25
长城汽车股份有限公司,25
海信集团有限公司,25
铜陵学院,25
广东电网公司电力科学研究院,25
北京师范大学,25
中国科学院光电技术研究所,25
三峡大学,25
深圳大学,24
北京京东尚科信息技术有限公司,24
西南石油大学,24
西南科技大学,24
西安科技大学,24
苏州市世好建材新技术工程有限公司,24
长春理工大学,24
重庆镭宝激光智能机器人制造有限公司,24
大连海事大学,24
威盛电子股份有限公司,24
深圳市金立通信设备有限公司,24
哈尔滨博强机器人技术有限公司,23
陕西科技大学,23
广州达意隆包装机械股份有限公司,23
郑州大学,23
上海量明科技发展有限公司,23
河南理工大学,23
北方工业大学,23
武汉烽火众智数字技术有限责任公司,23
深圳市腾讯计算机系统有限公司,23
苏茂,23
泰怡凯电器(苏州)有限公司,22
北大方正集团有限公司,22
南京埃斯顿机器人工程有限公司,22
江苏美的清洁电器股份有限公司,22
北京大学深圳研究生院,22
天津瑞为拓新科技发展有限公司,22
杭州亚美利嘉科技有限公司,22
中国电信股份有限公司,22
科沃斯机器人有限公司,22
中国地质大学（武汉）,22
南京熊猫电子股份有限公司,22
湖北工业大学,22
昆山市工业技术研究院有限责任公司,22
深圳泰山在线科技有限公司,21
国网福建省电力有限公司,21
温州大学,21
中国科学院重庆绿色智能技术研究院,21
长沙理工大学,21
中国广核集团有限公司,21
浙江宇视科技有限公司,21
广西科技大学,21
深圳TCL新技术有限公司,21
南京理工大学常熟研究院有限公司,21
深圳市中兴移动通信有限公司,21
廖怀宝,21
北京石油化工学院,20
北京光年无限科技有限公司,20
山东建筑大学,20
成都数联铭品科技有限公司,20
兰州理工大学,20
浙江吉利汽车研究院有限公司,20
南开大学,20
无锡信捷电气股份有限公司,20
上银科技股份有限公司,20
上海博泰悦臻电子设备制造有限公司,20
纬创资通股份有限公司,20
江苏久祥汽车电器集团有限公司,20
南京熊猫电子装备有限公司,20
西安扩力机电科技有限公司,20
中国移动通信集团公司,20
广州大学,19
苏州澳冠自动化设备有限公司,19
浪潮（北京）电子信息产业有限公司,19
国电南瑞科技股份有限公司,19
胡明建,19
中国北方车辆研究所,19
骏马石油装备制造有限公司,18
褚宏鹏,18
河北联合大学,18
苏州大学张家港工业技术研究院,18
任曲波,18
深圳市银星智能科技股份有限公司,18
厦门美图之家科技有限公司,18
中国科学院计算机网络信息中心,18
北京控制工程研究所,18
常州工学院,18
中国运载火箭技术研究院,18
原相科技股份有限公司,18
青岛海信电器股份有限公司,18
苏州晓炎自动化设备有限公司,18
北京云知声信息技术有限公司,18
东北电力大学,18
中国人民解放军装甲兵工程学院,18
北京农业信息技术研究中心,18
江西洪都航空工业集团有限责任公司,18
苏州博实机器人技术有限公司,18
中国石油化工股份有限公司北京化工研究院,18
四川农业大学,17
湖州师范学院,17
江西理工大学,17
中国石油天然气股份有限公司,17
中国石油大学(北京),17
努比亚技术有限公司,17
宏碁股份有限公司,17
上海智臻智能网络科技股份有限公司,17
中国科学院电工研究所,17
山西中泰源工业自动化设备有限公司,17
成都环龙智能系统设备有限公司,17
王健,17
江苏风雷文化传媒有限公司,17
海尔集团公司,17
山东师范大学,17
黑龙江大学,17
芜湖金三氏数控科技有限公司,17
广州供电局有限公司,17
大连交通大学,16
乐视致新电子科技（天津）有限公司,16
苏州思必驰信息科技有限公司,16
姚萍,16
北京奇艺世纪科技有限公司,16
北京自动化控制设备研究所,16
江苏华音信息科技有限公司,16
北京云迹科技有限公司,16
华东交通大学,16
南昌航空大学,16
深圳市大疆创新科技有限公司,16
宁波摩米创新工场电子科技有限公司,16
山东省科学院自动化研究所,16
国网湖南省电力公司,16
青岛农业大学,16
深圳信息职业技术学院,16
中联重科股份有限公司,16
北京配天大富精密机械有限公司,16
蒋盘君,16
中国海洋大学,16
福州瑞芯微电子有限公司,16
莱克电气股份有限公司,16
成都卡诺源科技有限公司,16
西安航天精密机电研究所,16
中国科学院软件研究所,16
深圳富泰宏精密工业有限公司,16
安徽江淮汽车股份有限公司,16
北京新媒传信科技有限公司,15
上海汽车集团股份有限公司,15
马鞍山市志诚科技有限公司,15
银江股份有限公司,15
苏州科沃斯商用机器人有限公司,15
洛阳理工学院,15
北京配天技术有限公司,15
浙江省电力公司,15
北京农业智能装备技术研究中心,15
南京专创知识产权服务有限公司,15
中科华核电技术研究院有限公司,15
深圳创维-RGB电子有限公司,15
郑州轻工业学院,15
苏州达力客自动化科技有限公司,15
哈尔滨天愈康复医疗机器人有限公司,15
上海拖拉机内燃机有限公司,15
中南林业科技大学,15
唐山开诚电控设备集团有限公司,15
沈阳化工大学,15
北京天诚盛业科技有限公司,15
中国联合网络通信集团有限公司,15
昆山华恒焊接股份有限公司,15
歌尔声学股份有限公司,15
国网浙江省电力公司,15
安徽省库仑动力自动化科技有限公司,14
张家港市永发机器人科技有限公司,14
上海应用技术学院,14
浪潮集团有限公司,14
浙江中烟工业有限责任公司,14
东北石油大学,14
南京农业大学,14
恩斯迈电子（深圳）有限公司,14
南京熊猫仪器仪表有限公司,14
北京建筑大学,14
上海市电力公司,14
机械科学研究总院先进制造技术研究中心,14
安徽寰智信息科技股份有限公司,14
中国科学院宁波材料技术与工程研究所,14
深圳市赛格导航科技股份有限公司,14
内蒙古科技大学,14
南京南瑞集团公司,14
宁波职业技术学院,14
深圳市先进智能技术研究所,14
东北农业大学,14
江苏物联网研究发展中心,14
国网上海市电力公司,14
山东农业大学,14
天紫环保投资控股有限公司,14
哈尔滨市三和佳美科技发展有限公司,14
苏州澳昆智能机器人技术有限公司,14
鞍钢股份有限公司,14
辽宁工业大学,13
华中师范大学,13
苏州神运机器人有限公司,13
中国石油天然气集团公司,13
蔡乌力吉,13
聊城大学,13
上海师范大学,13
浙江国自机器人技术有限公司,13
上海合华电子科技有限公司,13
常州蓝城信息科技有限公司,13
青岛远创机器人自动化有限公司,13
中国船舶重工集团公司第七一六研究所,13
天津市市政工程设计研究院,13
中国人民解放军军事医学科学院卫生装备研究所,13
沈阳航空航天大学,13
广西智通节能环保科技有限公司,13
河池学院,13
广东威创视讯科技股份有限公司,13
深圳市车音网科技有限公司,13
盐城工学院,13
公安部第三研究所,13
中冶南方工程技术有限公司,13
成都猴子软件有限公司,13
北京中科信利技术有限公司,13
西安工程大学,13
大连楼兰科技股份有限公司,13
东软集团股份有限公司,13
四川川大智胜软件股份有限公司,13
哈尔滨恒誉名翔科技有限公司,13
中国科学院长春光学精密机械与物理研究所,13
北京兆维电子（集团）有限责任公司,13
镇江市高等专科学校,12
浙江科技学院,12
贵州大学,12
北华航天工业学院,12
泰科电子（上海）有限公司,12
宇龙计算机通信科技(深圳)有限公司,12
上海宝钢国际经济贸易有限公司,12
塔米智能科技（北京）有限公司,12
浙江大学宁波理工学院,12
徐州工业职业技术学院,12
中国人民解放军理工大学,12
中国民航信息网络股份有限公司,12
天津智通机器人有限公司,12
苗码信息科技(上海)股份有限公司,12
青岛歌尔声学科技有限公司,12
淮阴工学院,12
北京北大方正电子有限公司,12
深圳市信利康电子有限公司,12
青岛海艺自动化技术有限公司,12
中国科学院上海光学精密机械研究所,12
浙江师范大学,12
徐州华恒机器人系统有限公司,12
广州广电运通金融电子股份有限公司,12
浙江钱江摩托股份有限公司,12
北京兆维科技开发有限公司,12
华中农业大学,12
成都通甲优博科技有限责任公司,12
云南电网有限责任公司电力科学研究院,12
北京国电通网络技术有限公司,12
新昌县泽宇智能科技有限公司,12
东莞宇龙通信科技有限公司,12
英业达股份有限公司,12
重庆凯泽科技有限公司,12
齐鲁工业大学,12
深圳市科松电子有限公司,11
吉首沃华德机器人科技有限责任公司,11
华硕电脑股份有限公司,11
中国科学院半导体研究所,11
腾讯科技(深圳)有限公司,11
合肥寰景信息技术有限公司,11
湖南科技大学,11
精工爱普生株式会社,11
广州中国科学院先进技术研究所,11
苏州爱普电器有限公司,11
浙江中控研究院有限公司,11
山东交通学院,11
山东省科学院海洋仪器仪表研究所,11
西安众智惠泽光电科技有限公司,11
刘晶,11
成都中微电微波技术有限公司,11
武汉人天包装技术有限公司,11
中国民用航空总局第二研究所,11
东北林业大学,11
苏州科瓴精密机械科技有限公司,11
长春大正博凯汽车设备有限公司,11
河北科技大学,11
安徽巨一自动化装备有限公司,11
上海博路信息技术有限公司,11
